iter	MultiClass
144	0.04782510926
145	0.04734818341
146	0.04690463171
147	0.04641417706
148	0.04599584263
149	0.04562704485
150	0.04524326348
151	0.04492999505
152	0.04458480128
153	0.04411349034
154	0.04378791503
155	0.04348777057
156	0.04321840641
157	0.04283877416
158	0.04257985181
159	0.0422581068
160	0.04196083027
161	0.04164293271
162	0.04124235832
163	0.04099319275
164	0.04072735796
165	0.04040589727
166	0.04017143028
167	0.0398528448
168	0.03953760164
169	0.03922774266
170	0.03892283143
171	0.0386554467
172	0.03834144114
173	0.03808457614
174	0.03786527078
175	0.03759495292
176	0.03739814041
177	0.03718171719
178	0.03693446394
179	0.03667318179
180	0.03642495178
181	0.03617712502
182	0.03594492668
183	0.03572558105
184	0.03548553172
185	0.03525483412
186	0.03503775974
187	0.03478536326
188	0.03456089104
189	0.03435970239
190	0.0341359843
191	0.03392660237
192	0.03371609035
193	0.03343327812
194	0.03317633254
195	0.03302968398
196	0.0328601696
197	0.03270477861
198	0.03248952842
199	0.03233494077
200	0.03214765982
201	0.03193564872
202	0.03173256284
203	0.03152787146
204	0.0313460821
205	0.03112746885
206	0.03092578257
207	0.03075709978
208	0.03056480135
209	0.03033982854
210	0.03015185167
211	0.02998887906
212	0.02984066201
213	0.02969644583
214	0.02956318947
215	0.02939824333
216	0.02925943608
217	0.02909057585
218	0.02897046745
219	0.02882343746
220	0.02862248541
221	0.02848389304
222	0.0283141385
223	0.0281717394
224	0.02801763613
225	0.02787332341
226	0.02771684576
227	0.02760355291
228	0.02747355787
229	0.02732337547
230	0.02716594592
231	0.0270240053
232	0.02689009465
233	0.02673697173
234	0.02660598931
235	0.0264812763
236	0.02634491815
237	0.02622336423
238	0.02609968777
239	0.02599525526
240	0.02587340785
241	0.02575953614
242	0.02566195117
243	0.02556982939
244	0.02542609491
245	0.02530879922
246	0.02520144532
247	0.02507498837
248	0.02495291165
249	0.02481049828
250	0.024735177
251	0.02462770688
252	0.02449237761
253	0.02436287925
254	0.02426341637
255	0.02417904423
256	0.0240514263
257	0.02395449569
258	0.02386602884
259	0.0237457372
260	0.0236436927
261	0.02353489262
262	0.02344353165
263	0.02334491221
264	0.0232335417
265	0.02314609986
266	0.02304846273
267	0.02293101637
268	0.02282819275
269	0.02275886923
270	0.0226244843
271	0.02253213606
272	0.02242171224
273	0.02233279672
274	0.02223316589
275	0.02212555673
276	0.02204712121
277	0.02196373003
278	0.02188038014
279	0.02178710997
280	0.02167093533
281	0.02158596952
282	0.02149347206
283	0.02137646834
284	0.02130447566
285	0.02121391914
286	0.02114572687
287	0.02105816385
288	0.02098985299
289	0.02091845218
290	0.02082925552
291	0.02073466624
292	0.02065808423
293	0.02056993616
294	0.02046556263
295	0.02039012512
296	0.02032929112
297	0.02024725239
298	0.0201871534
299	0.02009210112
300	0.02002643875
301	0.01996550469
302	0.01988398495
303	0.01980766555
304	0.01975273512
305	0.0196752595
306	0.01960673204
307	0.01954105273
308	0.01946123429
309	0.01937732427
310	0.01932240555
311	0.01925874052
312	0.01918961565
313	0.01913017452
314	0.0190620171
315	0.01899523566
316	0.01890570255
317	0.018800288
318	0.01873557723
319	0.01867451453
320	0.01860560425
321	0.01853886215
322	0.01846950187
323	0.01840407692
324	0.018343339
325	0.01827718715
326	0.01820548372
327	0.01814957919
328	0.01808264693
329	0.01803286386
330	0.01796161499
331	0.01790115085
332	0.01783649232
333	0.01777302345
334	0.01771029657
335	0.01765278295
336	0.01759503434
337	0.01753867199
338	0.01748578142
339	0.01742742408
340	0.01737002638
341	0.01732157554
342	0.01726727002
343	0.01721282762
344	0.017166704
345	0.01711882822
346	0.01707142194
347	0.01702549691
348	0.01697413096
349	0.01691825223
350	0.01685295313
351	0.01677600909
352	0.01672830727
353	0.01667793955
354	0.0166184752
355	0.01655377902
356	0.01650940557
357	0.01646228881
358	0.01641386753
359	0.01636395897
360	0.01631898411
361	0.01626482465
362	0.01621389525
363	0.01617155183
364	0.01612218189
365	0.01607574771
366	0.0160217592
367	0.01597024226
368	0.01592442288
369	0.0158761491
370	0.01582196046
371	0.01577667072
372	0.01570945094
373	0.01566607704
374	0.01563802961
375	0.01559423974
376	0.01554990364
377	0.01550254573
378	0.01546381035
379	0.01541585161
380	0.01537481991
381	0.01533469175
382	0.01529395913
383	0.01525686431
384	0.01522264807
385	0.01517652327
386	0.01513270577
387	0.01508361547
388	0.01504337799
389	0.01499945209
390	0.01495289552
391	0.01491316707
392	0.01486669401
393	0.01481830179
394	0.01476969837
395	0.01472811607
396	0.01468150023
397	0.0146303403
398	0.01458607469
399	0.01454380545
400	0.01448509899
401	0.01444497319
402	0.01440593267
403	0.01436290084
404	0.01432796557
405	0.01428382095
406	0.01424731827
407	0.01419921915
408	0.01414957713
409	0.01410552238
410	0.01406133924
411	0.01402247477
412	0.01397583988
413	0.0139418888
414	0.01390597749
415	0.01387619676
416	0.01382192581
417	0.01378557007
418	0.01374858099
419	0.01371973792
420	0.01368458438
421	0.01365017137
422	0.01360540716
423	0.01356516907
424	0.0135307017
425	0.01349212454
426	0.01345964979
427	0.01343126258
428	0.01339439465
429	0.01335658985
430	0.01332263985
431	0.01329415989
432	0.01325812062
433	0.01322175022
434	0.01318801739
435	0.01315096659
436	0.01311560477
437	0.01308804968
438	0.01305299913
439	0.01301415684
440	0.01298124423
441	0.01294795032
442	0.01292179038
443	0.01289130474
444	0.01285372374
445	0.01283034186
446	0.01279854922
447	0.01276687922
448	0.01273280699
449	0.01270118017
450	0.01265959513
451	0.01262168711
452	0.01258496365
453	0.01255474557
454	0.01252422906
455	0.01249254104
456	0.0124642616
457	0.0124336468
458	0.01240346422
459	0.01237410702
460	0.01234366352
461	0.0123191842
462	0.0122790921
463	0.01224935681
464	0.01221376764
465	0.01218789834
466	0.01215720553
467	0.01212726102
468	0.01209867562
469	0.01207020591
470	0.01204021796
471	0.0120149794
472	0.01198232884
473	0.01195166211
474	0.01192220877
475	0.01189227307
476	0.01186411676
477	0.01184096401
478	0.01180916905
479	0.0117844316
480	0.01176357753
481	0.01173780855
482	0.01170476664
483	0.01168297664
484	0.01166112605
485	0.01162814429
486	0.01159938312
487	0.01157362466
488	0.01154501943
489	0.01151445284
490	0.01149201203
491	0.0114664507
492	0.01143870046
493	0.01141210826
494	0.01138991876
495	0.01135859848
496	0.01133093352
497	0.01130717921
498	0.01128159332
499	0.01125854195
500	0.01122706451
501	0.01119889657
502	0.01117469044
503	0.01114884638
504	0.01112214713
505	0.01109670878
506	0.01107607881
507	0.01104607055
508	0.01102089206
509	0.01099568168
510	0.0109710204
511	0.01094915087
512	0.01092700609
513	0.01090703419
514	0.01087797629
515	0.01085554823
516	0.01083121425
517	0.01081392857
518	0.01079320483
519	0.01077148658
520	0.01075107949
521	0.01072856959
522	0.01070309528
523	0.01068215462
524	0.01066217736
525	0.0106416037
526	0.01061517328
527	0.01058733844
528	0.01056694471
529	0.01054759555
530	0.01052163735
531	0.01049753519
532	0.01046905738
533	0.01044556697
534	0.01042089027
535	0.01039832984
536	0.01037445921
537	0.01034820223
538	0.01032680905
539	0.01030115564
540	0.01027946597
541	0.01025393478
542	0.01023737153
543	0.0102174976
544	0.0101966933
545	0.01017949995
546	0.0101632043
547	0.01014396847
548	0.01012330325
549	0.01010400375
550	0.01008666832
551	0.0100636225
552	0.01004589185
553	0.01002372443
554	0.01000485041
555	0.009980432827
556	0.009962285117
557	0.009944595481
558	0.009925096276
559	0.009907472496
560	0.009888009734
561	0.009869933006
562	0.009847674235
563	0.009824818634
564	0.009806795631
565	0.009781848691
566	0.009759436782
567	0.009744560053
568	0.009726468635
569	0.009709099483
570	0.009694472303
571	0.009674984639
572	0.009658925617
573	0.009640028139
574	0.009623573058
575	0.0096062164
576	0.00958901637
577	0.009571587369
578	0.00955328607
579	0.009533799907
580	0.009516124966
581	0.009493104154
582	0.009473850386
583	0.00946151481
584	0.009440020147
585	0.009424276624
586	0.009407028287
587	0.009389566019
588	0.00937246176
589	0.009351108026
590	0.009331123778
591	0.009310147394
592	0.009292276015
593	0.009272070331
594	0.009256745734
595	0.009241148522
596	0.009226206931
597	0.009213258241
598	0.009197476705
599	0.009177819011
600	0.009155034403
601	0.009139962858
602	0.009119204449
603	0.009103238631
604	0.009087415665
605	0.009071505802
606	0.009053938737
607	0.009034773515
608	0.009018094496
609	0.009000942633
610	0.008979360389
611	0.008964084062
612	0.008949566325
613	0.008931176351
614	0.008912994769
615	0.008894091823
616	0.008878435648
617	0.008861316469
618	0.008845457043
619	0.008830199467
620	0.008815015445
621	0.008800666325
622	0.008781256131
623	0.008765544736
624	0.008747996964
625	0.008732174839
626	0.008716102155
627	0.008698487663
628	0.008684485667
629	0.008670726067
630	0.00865887315
631	0.008644868474
632	0.008632049718
633	0.008617129769
634	0.00859923606
635	0.008585176267
636	0.008571456357
637	0.00856007677
638	0.008546124032
639	0.008533656591
640	0.008521689727
641	0.008502196714
642	0.008488893879
643	0.008473519518
644	0.008456011498
645	0.008443066074
646	0.008432284534
647	0.008417711893
648	0.008399685109
649	0.008383926276
650	0.008369730016
651	0.008358088571
652	0.008343066052
653	0.008328697034
654	0.008315497919
655	0.008304521337
656	0.008292120861
657	0.008276483504
658	0.008263370078
659	0.00825106411
660	0.008237067771
661	0.008224176726
662	0.008211077678
663	0.008194205214
664	0.008179808357
665	0.008166061367
666	0.008151975928
667	0.008140148681
668	0.008129768015
669	0.008117907771
670	0.008100987564
671	0.008087162015
672	0.008074684936
673	0.008058545016
674	0.008047772873
675	0.008036074153
676	0.008022400246
677	0.008010320429
678	0.008000331158
679	0.007986729215
680	0.00797584041
681	0.007960390482
682	0.007950300527
683	0.007938541818
684	0.007924454635
685	0.00791250074
686	0.007899010547
687	0.007887533102
688	0.007873352297
689	0.007860451089
690	0.007848591567
691	0.007833543403
692	0.007824582329
693	0.007812549473
694	0.007803595711
695	0.007790151532
696	0.007780427749
697	0.007767898241
698	0.007754909973
699	0.007740508636
700	0.007728817969
701	0.007717399576
702	0.007705172848
703	0.00769328129
704	0.007681998536
705	0.007669569341
706	0.007662241856
707	0.007646923347
708	0.007635956523
709	0.00761992852
710	0.007606667617
711	0.007596582113
712	0.007582783027
713	0.007573251235
714	0.007560478261
715	0.007551065937
716	0.007542133164
717	0.00752866679
718	0.007515191104
719	0.007501863712
720	0.007490536143
721	0.007477712786
722	0.007469684429
723	0.007458775119
724	0.007446937659
725	0.007435583289
726	0.007424931318
727	0.007414249398
728	0.007403829249
729	0.007390615649
730	0.007377976546
731	0.007365484688
732	0.007353675209
733	0.007342920193
734	0.007333524498
735	0.007323585417
736	0.007314238998
737	0.007301277787
738	0.007289970628
739	0.007278300396
740	0.007269042553
741	0.007256478267
742	0.007245236799
743	0.007235308631
744	0.007222987526
745	0.007210656858
746	0.007200858822
747	0.007190777615
748	0.007180630625
749	0.00716494191
750	0.007155117883
751	0.007145663814
752	0.007134172035
753	0.007121369141
754	0.007111413158
755	0.007100883112
756	0.007091450699
757	0.007080647789
758	0.00707143421
759	0.007062496763
760	0.007050385939
761	0.007041752859
762	0.007031955454
763	0.007022333115
764	0.007011940863
765	0.007002767423
766	0.006993005425
767	0.006982106175
768	0.006971168073
769	0.006961048908
770	0.006951982455
771	0.00694363375
772	0.006934873015
773	0.006927406222
774	0.006915387284
775	0.006905584851
776	0.006895794693
777	0.006886670635
778	0.006876350651
779	0.00686748088
780	0.006858165931
781	0.006847614774
782	0.006838021797
783	0.006828175192
784	0.006817631921
785	0.006807671431
786	0.006799609346
787	0.006791336665
788	0.006781121423
789	0.006771118845
790	0.006762248914
791	0.006753540026
792	0.006744738468
793	0.006734100481
794	0.006725137749
795	0.006714217448
796	0.006705706352
797	0.006697628785
798	0.006690297843
799	0.006681467192
800	0.006673676753
801	0.006667109284
802	0.006659138313
803	0.006650620922
804	0.006641400332
805	0.006632392571
806	0.006623536493
807	0.006614343762
808	0.006605291663
809	0.006598084691
810	0.006587598549
811	0.006581232382
812	0.006570783042
813	0.006563741851
814	0.006553259161
815	0.006545779059
816	0.006537041841
817	0.006527325686
818	0.006519202785
819	0.006509959773
820	0.006501895565
821	0.006491367452
822	0.00648131155
823	0.006474051857
824	0.006463536766
825	0.006453536303
826	0.006443851723
827	0.006435064485
828	0.006425638798
829	0.006418267851
830	0.006410881212
831	0.006400675328
832	0.006391294335
833	0.006382013489
834	0.006373587496
835	0.006366186115
836	0.006355992288
837	0.00634872553
838	0.006340026541
839	0.006329826368
840	0.006322415442
841	0.006312717531
842	0.006307117073
843	0.006300322816
844	0.006293810025
845	0.006288490469
846	0.006280498629
847	0.00627312788
848	0.006265262697
849	0.006256819968
850	0.006249725056
851	0.006243002184
852	0.006236059441
853	0.006225798718
854	0.006217628105
855	0.006207029603
856	0.006200383787
857	0.006192391795
858	0.006185894581
859	0.006177790296
860	0.006168884291
861	0.006159590067
862	0.006153870835
863	0.006145520679
864	0.0061375619
865	0.006129681693
866	0.006122151912
867	0.006112047393
868	0.006101273865
869	0.00609322991
870	0.006087174263
871	0.006080673817
872	0.006072449172
873	0.006066124779
874	0.006059441521
875	0.006053173596
876	0.006045576821
877	0.006038279179
878	0.006029353798
879	0.006021655633
880	0.006015359028
881	0.006007286828
882	0.006000418284
883	0.005992846602
884	0.005986726895
885	0.005977740254
886	0.005970257947
887	0.005962983168
888	0.005955538258
889	0.005947514516
890	0.005940265832
891	0.005933823466
892	0.005925465594
893	0.005918905235
894	0.005911183281
895	0.00590484222
896	0.005900054239
897	0.005893979848
898	0.005885708192
899	0.005877192686
900	0.005870888108
901	0.005862760015
902	0.005854084943
903	0.005848029813
904	0.005842175809
905	0.005836570934
906	0.005830144101
907	0.005823848165
908	0.005817843545
909	0.005811321804
910	0.005805113985
911	0.005799567412
912	0.005792776193
913	0.005784444131
914	0.005776376646
915	0.0057679923
916	0.005761916586
917	0.00575618153
918	0.005751435706
919	0.005745522005
920	0.005738827595
921	0.005732374295
922	0.005725490062
923	0.005719080314
924	0.00571368546
925	0.005705954228
926	0.005699078328
927	0.005692267852
928	0.005686564269
929	0.005679329506
930	0.005673276344
931	0.005667350818
932	0.005659751071
933	0.005654496452
934	0.005648287589
935	0.005643135278
936	0.005638189528
937	0.005632362373
938	0.005626101889
939	0.005619313653
940	0.005613353556
941	0.005606555014
942	0.005600221816
943	0.005593964056
944	0.005588721892
945	0.005581515655
946	0.005572155481
947	0.00556648202
948	0.005561656588
949	0.005555914626
950	0.005549054146
951	0.005540355745
952	0.005534674695
953	0.005529733748
954	0.005522849542
955	0.005516357305
956	0.005511162345
957	0.005504405263
958	0.005496930356
959	0.005489621736
960	0.005483233917
961	0.005477461314
962	0.005472884695
963	0.005466624878
964	0.005459374204
965	0.005452072814
966	0.005444586114
967	0.005440503128
968	0.005431871405
969	0.005427490815
970	0.005420703967
971	0.005414497462
972	0.005410511601
973	0.00540460685
974	0.005400068278
975	0.005392746789
976	0.005387814263
977	0.005383220236
978	0.005376453445
979	0.005370198579
980	0.00536453345
981	0.005357045131
982	0.005351684103
983	0.00534692933
984	0.005342013504
985	0.005336092072
986	0.005330855047
987	0.005325828254
988	0.005321439543
989	0.005316263929
990	0.005310246833
991	0.005303265951
992	0.005298526477
993	0.005291866943
994	0.005285193098
995	0.005279850328
996	0.005274328743
997	0.005270168502
998	0.005265457329
999	0.005259985766
4386463153
996	0.004383336669
997	0.004378714465
998	0.004374669802
999	0.004370746175
